    0.117348678686245421E+04   -0.206125359782737094E+01   -0.213537875227011398E+01    0.115886393607934846E+00   -0.592207191657438514E+00   -0.439649774596077325E+01   -0.207793090984046103E+01   -0.439861097201613038E+00    0.375955016023259514E+01    0.115336288812420662E+01    0.994180112799041948E+00   -0.140727634959045901E+03
    0.119325416299236031E+04   -0.214086866681498789E+01   -0.241985337793713695E+01    0.159374509325770575E+00   -0.272680101583387291E+00   -0.538476765515774147E+01   -0.244657585513582276E+01   -0.101726529645574937E+01    0.103651135248888471E+01    0.108141348068680365E+01    0.994622570938657580E+00   -0.139682912325147413E+03
    0.104157635095020055E+04   -0.622410631057745967E+00   -0.690917498743947256E+00    0.124015831185265490E+00   -0.224605222769947543E+00   -0.600556425292951435E+01   -0.464759437553675259E+01   -0.789250927318284390E+00    0.237037591210225029E+01    0.136987120038942223E+01    0.100602007370395086E+01   -0.139378354083653221E+03
    0.127874499511273643E+04   -0.232553699010005888E+01   -0.187204718826779248E+01   -0.366725769179279126E-01   -0.271731892266212860E+00   -0.248428857256521507E+01    0.405400170503317669E+00   -0.154468515171112708E+00    0.132374776686444440E+01   -0.624239448271050712E+00    0.996294188374422629E+00   -0.138614731304414136E+03
    0.116278411975206927E+04   -0.221043162847810359E+01   -0.135790706889675050E+01    0.204209604863789806E+00   -0.532284654919956912E+00   -0.516154784804280542E+01   -0.674936873011495742E+00   -0.760677304106570640E+00    0.112823811490898085E+01    0.200082661728742472E+01    0.100195377276294151E+01   -0.138429774363560938E+03
    0.104930955836333078E+04   -0.142520238828793788E+01   -0.269996280156512114E+00    0.127524077230660726E+00   -0.467441171106072639E+00   -0.241407943615474707E+01   -0.612848697139851595E+01   -0.190964662198928425E+01    0.284999534082877970E+01    0.168102501990603415E+01    0.101232342766891614E+01   -0.138158198179041335E+03
    0.124152787539503993E+04   -0.249840276727125321E+01   -0.193985167515323198E+01    0.179274793164340362E+00   -0.329333898682597770E+00   -0.453536068843065010E+01   -0.435935583883991917E+01   -0.128536264069118222E+01    0.956872184167352313E+00   -0.964298212504007601E+00    0.999066636582087275E+00   -0.138138030493790978E+03
    0.104931306834526845E+04   -0.656090699211758555E+00   -0.764408195614559638E+00    0.243419737580339302E-01   -0.280072956200204448E+00   -0.458837236934781423E+01   -0.141610299115336069E+01    0.181569582675142449E+00    0.353332021243887562E+01    0.129678096152469280E+01    0.100488733329454583E+01   -0.137963795926102279E+03
    0.116514471777883637E+04   -0.115891490307277634E+01   -0.165770635489802709E+01   -0.198524486371884912E-01   -0.338830312897203889E+00   -0.427753687230172197E+01   -0.522167406078570195E+01   -0.844397032822201687E-01    0.239281207345089619E+01    0.156614497694233279E+01    0.987995833328438433E+00   -0.137748406845942725E+03
    0.113549004532714389E+04   -0.917589936825800034E+00   -0.218950020687532110E+00    0.754264972069691453E-01   -0.228342557434505045E+00   -0.633909689980946389E+01   -0.532026895143184309E+01   -0.716838610447259272E+00    0.140153814155950229E+01   -0.901267585318641373E+00    0.100913860942277989E+01   -0.137714649283885279E+03
    0.125664147314798402E+04   -0.165728620866952236E+01   -0.161798091804763988E+01    0.274611224527803621E+00   -0.180223443687797635E+00   -0.214391829996926919E+01    0.266232921804511635E+00   -0.591709944441134894E+00    0.120383073893101100E+01   -0.521999124150835492E+00    0.988470591029938728E+00   -0.137606338358190840E+03
    0.106914419611744233E+04   -0.222143322242381203E+00   -0.223735696223954506E-01   -0.148958245000039291E-01   -0.444247948179991248E+00   -0.408219245223107574E+01   -0.457971216633668909E+01   -0.423488833325434078E+00    0.155917426643994195E+01    0.238611445919203469E+01    0.101313833469865511E+01   -0.137598964730905010E+03
    0.118181756009578567E+04   -0.190543293771532385E+01   -0.259910634057208068E+01   -0.375778187331616831E-01   -0.523608133719004831E+00   -0.550018503346418353E+01   -0.237750033118083470E+01   -0.558781368297591730E+00    0.323642318972681053E+01    0.129534011937646554E+01    0.989033941650029891E+00   -0.137515286141824248E+03
    0.112309978319534594E+04   -0.142357869700514783E+01   -0.118521526820682821E+01    0.272243063661083973E-01   -0.307290327608738867E+00   -0.435161098830963322E+01   -0.923177939465914310E+00   -0.411201526198866407E+00    0.206016083649581683E+01    0.246336901377821427E+01    0.100035985988443965E+01   -0.137512562724423049E+03
    0.117836688836757821E+04   -0.197539215875559937E+01   -0.228720522592628051E+01    0.912772674130160055E-01   -0.485851679101211964E+00   -0.537234464274091739E+01   -0.438413545819410455E+01   -0.123749736545621669E+01    0.110561000283215893E+01   -0.156797239939225008E+00    0.992049874802425347E+00   -0.137498085668407157E+03
    0.117054735348165696E+04   -0.161870420581360852E+01   -0.148123580399836841E+01    0.820595166529813902E-01   -0.335223045962829813E+00   -0.157386344809683187E+01   -0.547900634704712708E+01   -0.420644120337704486E+00    0.159045942704955312E+01    0.140063102311266974E+01    0.995736079101763316E+00   -0.137469195046550936E+03
    0.113059951437809650E+04   -0.151854192625876072E+01   -0.816315437038208636E+00    0.279560776996756744E-01   -0.514623796581406889E+00   -0.381525011377438616E+01   -0.543966780661252969E+01   -0.709465039244102869E+00    0.623993331575260712E+00    0.549572010851670179E+00    0.100275177893257639E+01   -0.137420415732561793E+03
    0.118693937700178822E+04   -0.162920103689838047E+01   -0.119714713086936930E+01   -0.410196739036543523E-01   -0.352449149401809381E+00   -0.129918691841346323E+01   -0.461463169246997040E+01   -0.103987379177981687E+01    0.108608581550578021E+01    0.224272728782429631E+01    0.998790780789193366E+00   -0.137392078361634049E+03
