Time,x (km),y (km),z (km),Dx (km/s),Dy (km/s),Dz (km/s),Distance (km),Vel. (km/s)
2023-346/00:00.000000,27157423.90778826,134469553.8846129,57909511.97028735,-29.829897112329,4.985146212970795,2.068473196857789,148906340.26753518,30.314238005645965
2023-347/00:00.000000,24576201.29001579,134879554.2455134,58079426.68949151,-29.91910330772533,4.505345689027495,1.864639320384305,148894941.57927525,30.313821308292734
2023-348/00:00.000000,21987659.71982628,135248036.3998296,58231705.92918445,-29.99931334474164,4.024101738911254,1.660254646202387,148883914.8645263,30.313505924774507
2023-349/00:00.000000,19392577.62552936,135574882.0273845,58366304.67832874,-30.07050109819779,3.541562687734029,1.455379028529697,148873255.5750189,30.313294619433048
2023-350/00:00.000000,16791735.54834177,135859985.6817659,58483183.1246688,-30.13264288037225,3.057877234361202,1.250072407614746,148862959.80051124,30.313189557695058
2023-351/00:00.000000,14185916.05978635,136103254.7083308,58582306.60112944,-30.18571688857983,2.573194404635429,1.044394937988696,148853024.16600347,30.313191753888884
2023-352/00:00.000000,11575903.39250778,136304609.404803,58663645.69485049,-30.2297040084,2.087662765578239,0.838406771138135,148843445.97784457,30.31330180254449
2023-353/00:00.000000,8962483.488747127,136463982.8122936,58727176.14752408,-30.2645871057922,1.601430781667755,0.6321683879602342,148834222.99169752,30.31351926291787
2023-354/00:00.000000,6346443.513931074,136581320.8186546,58772878.96672947,-30.29035194764615,1.114645891396447,0.4257402625566168,148825353.4982585,30.31384355944722
2023-355/00:00.000000,3728571.833952808,136656581.9929819,58800740.37588482,-30.30698697507885,0.6274549259562027,0.2191831512606049,148816836.13985935,30.314273872971164
2023-356/00:00.000000,1109657.65023643,136689737.5779023,58810751.86842108,-30.31448399434026,0.1400038993309289,0.0125579671539175,148808669.8903848,30.314809889515697
2023-357/00:00.000000,-1509509.316131008,136680771.3611727,58802910.18382934,-30.31283829921129,-0.3475617463541811,-0.194074289208214,148800853.91001007,30.315451996488378
2023-358/00:00.000000,-4128139.04538126,136629679.7755389,58777217.37367482,-30.30204949711942,-0.8350961674730978,-0.4006524335697362,148793387.65461496,30.31620213198429
2023-359/00:00.000000,-6745441.724932618,136536471.8260074,58733680.73727445,-30.28212121308258,-1.32245252585572,-0.6071154887512511,148786270.79037452,30.317063430742262
2023-360/00:00.000000,-9360627.991748864,136401169.3254829,58672312.84599961,-30.2530609181064,-1.809481553098094,-0.8134026868663088,148779503.44203272,30.318039882826536
2023-361/00:00.000000,-11972909.27344713,136223807.1266622,58593131.51418916,-30.21487879595095,-2.296031226063959,-1.019453707852732,148773086.42759055,30.31913497953927
2023-362/00:00.000000,-14581497.91840347,136004433.2727323,58496159.72929096,-30.16758608615051,-2.781947386100934,-1.225208569461882,148767021.3940449,30.32034989183038
2023-363/00:00.000000,-17185607.27790055,135743109.188859,58381425.67170503,-30.11119453146019,-3.267075640487176,-1.430607409398639,148761311.0093802,30.32168294986162
2023-364/00:00.000000,-19784451.75059014,135439909.5647756,58248962.69422688,-30.04571658718937,-3.751263397682417,-1.635590234502753,148755958.83506465,30.323130078072403
2023-365/00:00.000000,-22377246.85848642,135094922.1469805,58098809.33839562,-29.97116663405905,-4.234360765278526,-1.840096756559003,148750969.11752746,30.324686256753978
2024-001/00:00.000000,-24963209.52051917,134708247.5283009,57931009.37131685,-29.88756221206599,-4.716220533717408,-2.04406652304943,148746346.60552484,30.32634694541075
2024-002/00:00.000000,-27541558.32755146,134279998.9298202,57745611.7825877,-29.79492459857009,-5.196697265779475,-2.247439039274368,148742096.354219,30.328108687188053
2024-003/00:00.000000,-30111513.85902671,133810302.0934678,57542670.7842065,-29.69327893811321,-5.67564643356322,-2.450153916486875,148738223.6488222,30.3299691847831
2024-004/00:00.000000,-32672299.0389246,133299295.234249,57322245.79846194,-29.58265406672916,-6.152923816741461,-2.65215098916217,148734733.99920976,30.331927040590504
2024-005/00:00.000000,-35223139.44725988,132747129.0251289,57084401.4327379,-29.46308226299697,-6.628385156874683,-2.853370374959988,148731633.16480225,30.333981418875805
2024-006/00:00.000000,-37763263.56826416,132153966.612478,56829207.45572142,-29.33459891806282,-7.101885988885963,-3.053752487794032,148728927.20242274,30.33613163439688
2024-007/00:00.000000,-40291903.06323826,131519983.6451791,56556738.77691529,-29.19724236238404,-7.573281571014295,-3.25323802132363,148726622.53801703,30.338376900306375
2024-008/00:00.000000,-42808293.0739546,130845368.258647,56267075.40240908,-29.05105374065228,-8.042427152432454,-3.451768065929535,148724726.00407413,30.34071621971737
2024-009/00:00.000000,-45311672.36520077,130130321.1129297,55960302.42193732,-28.89607667928966,-8.509177831035604,-3.649283973902569,148723244.8968223,30.343147963547846
2024-010/00:00.000000,-47801283.58309659,129375055.4249496,55636510.00147574,-28.73235746771384,-8.973388716856727,-3.845727351969831,148722187.05877313,30.345670030203515
2024-011/00:00.000000,-50276373.50044915,128579796.8159725,55295793.28288402,-28.55994442574402,-9.434915535127878,-4.041040285497211,148721560.76499763,30.348279413264862
2024-012/00:00.000000,-52736193.13359641,127744783.452204,54938252.45499938,-28.37888837020299,-9.893614270902672,-4.235164974666196,148721374.88701388,30.35097248577862
2024-013/00:00.000000,-55179998.02083582,126870265.8599703,54563992.66347437,-28.18924222499501,-10.34934210949869,-4.428044079474946,148721638.76295432,30.35374496975056
2024-014/00:00.000000,-57607048.28233486,125956506.8341631,54173123.98164629,-27.99106085272317,-10.8019572301799,-4.619620422554353,148722362.0966217,30.356591714353716
2024-015/00:00.000000,-60016609.02082784,125003781.3986203,53765761.43906023,-27.78440159706419,-11.25131989458484,-4.809837384969613,148723555.0457119,30.35950768947143
2024-016/00:00.000000,-62407950.18279792,124012376.5371912,53342024.9167901,-27.56932375774716,-11.69729172872733,-4.998638391352052,148725227.86213553,30.362487250123852
2024-017/00:00.000000,-64780347.15946063,122982591.0946475,52902039.17516883,-27.34588923431527,-12.13973712300515,-5.185967571362828,148727391.01908767,30.365525437283907
2024-018/00:00.000000,-67133080.61535734,121914735.5768835,52445933.79892843,-27.11416267967645,-12.57852220532446,-5.371769198448071,148730054.91739413,30.368617732968932
2024-019/00:00.000000,-69465437.08707777,120809131.8913004,51973843.13467447,-26.87421166400682,-13.01351565680223,-5.555988260194672,148733229.8721981,30.371760697382985
2024-020/00:00.000000,-71776708.97931008,119666113.3023702,51485906.30315214,-26.62610754984666,-13.44458766249216,-5.738570157794665,148736926.05621925,30.374952314799923
2024-021/00:00.000000,-74066195.11718465,118486024.123885,50982267.05601457,-26.36992529792394,-13.87160967197445,-5.919461092919019,148741153.43775412,30.378191762188315
2024-022/00:00.000000,-76333200.92375758,117269219.9062744,50463073.8297632,-26.10574427758025,-14.29445297063717,-6.098607976897724,148745922.03163427,30.38147937925427
2024-023/00:00.000000,-78577038.85466793,116016067.2064786,49928479.53294125,-25.83364697881332,-14.71298779454693,-6.275958581439182,148751241.85598412,30.384814993420278
2024-024/00:00.000000,-80797028.62180772,114726944.0159823,49378641.62914901,-25.55371855305182,-15.12708269204408,-6.451461396602623,148757123.4143074,30.388196998380444
2024-025/00:00.000000,-82992497.29925156,113402239.6205418,48813721.95362329,-25.26604467348334,-15.53660535740137,-6.62506543671206,148763577.56482834,30.39162074511337
2024-026/00:00.000000,-85162779.39433593,112042354.7574527,48233886.75620525,-24.97071103036204,-15.94142460373952,-6.796720072671303,148770615.66510248,30.395079067257075
2024-027/00:00.000000,-87307216.81301028,110647701.374522,47639306.64729061,-24.66780348474436,-16.34141239752718,-6.966375005190319,148778249.30054113,30.398563594699034
2024-028/00:00.000000,-89425158.89569044,109218702.2753359,47030156.55000997,-24.35740913566362,-16.73644483441709,-7.133980376786275,148786489.96245053,30.402066402038656
2024-029/00:00.000000,-91515962.6747907,107755790.819827,46406615.68369126,-24.03961760227135,-17.12640221785035,-7.299487092916992,148795348.9149235,30.40558138254695
2024-030/00:00.000000,-93578992.97335237,106259410.5439869,45768867.46133135,-23.7145214765009,-17.51116795103793,-7.462846856539486,148804836.89636976,30.40910414782128
2024-031/00:00.000000,-95613622.80514638,104730014.9546047,45117099.43102083,-23.38221662350242,-17.89062784495868,-7.624012357928203,148814964.16484854,30.412631970104886
2024-032/00:00.000000,-97619233.61118798,103168067.3486228,44451503.18678454,-23.04280194333803,-18.26466938201206,-7.782937259231387,148825740.471366,30.41616316064937
2024-033/00:00.000000,-99595215.42443594,101574040.7013668,43772274.2915982,-22.6963790305351,-18.63318117511991,-7.939576095169484,148837175.0487815,30.419696421456
2024-034/00:00.000000,-101540967.2742654,99948417.53843038,43079612.18265969,-22.34305213888543,-18.99605302918762,-8.093884389550041,148849276.7508066,30.423230829089515
2024-035/00:00.000000,-103455897.212357,98291689.89719777,42373720.1202428,-21.98292766749765,-19.35317553173868,-8.245818429488157,148862054.02213597,30.426765085509977
2024-036/00:00.000000,-105339422.585778,96604359.227417,41654805.10553128,-21.6161141644019,-19.70444019294055,-8.3953353158553,148875514.98088846,30.430297565933767
2024-037/00:00.000000,-107190970.2652654,94886936.2486338,40923077.77722567,-21.24272203687602,-20.04973973351477,-8.542393076715271,148889667.44479674,30.43382628580856
2024-038/00:00.000000,-109009976.67311,93139940.99999027,40178752.42002232,-20.8628634898672,-20.38896752542173,-8.686950287041014,148904518.9703224,30.437348357553383
2024-039/00:00.000000,-110795888.0120595,91363902.67091994,39422046.85795445,-20.47665235492572,-20.72201814587811,-8.828966297388877,148920076.85370335,30.44086026351777
2024-040/00:00.000000,-112548160.3586098,89559359.39624172,38653182.33347684,-20.08420334027723,-21.04878756239394,-8.968401254041508,148936348.01510862,30.444357485647256
2024-041/00:00.000000,-114266259.8038878,87726858.35773103,37872383.57158876,-19.68563285175244,-21.36917307468848,-9.105215919119068,148953339.15116015,30.4478349904187
2024-042/00:00.000000,-115949662.5800643,85866955.53220247,37079878.65518562,-19.28105829555304,-21.6830740676186,-9.239371980855454,148971056.60457432,30.45128740495163
2024-043/00:00.000000,-117597854.8706263,83980215.42616767,36275898.88920866,-18.87059724671293,-21.9903914400915,-9.370831660663644,148989505.98420852,30.45470804569624
2024-044/00:00.000000,-119210333.2787447,82067211.03980508,35460678.83384068,-18.45436848454719,-22.29102919405517,-9.499558455309437,149008692.47006392,30.45809103570855
2024-045/00:00.000000,-120786604.6794096,80128523.52817048,34634456.1446179,-18.03249104502229,-22.58489406296445,-9.625516939413457,149028620.42311874,30.461430522466788
2024-046/00:00.000000,-122326186.1163567,78164742.06215326,33797471.52422366,-17.60508492651113,-22.87189526595182,-9.748672634100977,149049293.16453397,30.464721013874524
2024-047/00:00.000000,-123828605.1346273,76176463.44996229,32949968.56258696,-17.17227084421555,-23.15194535709351,-9.868992557318968,149070712.95732895,30.467958150512096
2024-048/00:00.000000,-125293399.7810573,74164291.88162181,32092193.6166953,-16.73417065838238,-23.42495980837444,-9.986445145798315,149092880.8163881,30.471138743044413
2024-049/00:00.000000,-126720118.663762,72128838.87092386,31224395.77317175,-16.2909086817865,-23.69085673265556,-10.10100032783454,149115796.48858562,30.474261369694123
2024-050/00:00.000000,-128108321.2732119,70070722.8178975,30346826.6057387,-15.84261195353817,-23.94955619174838,-10.21262947378134,149139458.42969212,30.477325933566593
2024-051/00:00.000000,-129457578.2307301,67990568.96515787,29459740.09879949,-15.38941145832564,-24.20097869698822,-10.32130494963927,149163863.97603244,30.48033285233562
2024-052/00:00.000000,-130767471.7012642,65889009.57625283,28563392.65732303,-14.93144287530319,-24.44504334831283,-10.42699938425593,149189009.77678245,30.483281430951774
2024-053/00:00.000000,-132037595.7100413,63766683.96817736,27658043.04767782,-14.46884523646726,-24.68166608759412,-10.5296846063518,149214892.05308205,30.486167047459034
2024-054/00:00.000000,-133267556.3353444,61624238.83739757,26743952.5175326,-14.00175854910191,-24.91075941223421,-10.62933091855739,149241506.8945059,30.48897920130754
2024-055/00:00.000000,-134456971.7548217,59462328.6111789,25821384.97930235,-13.5303210764221,-25.13223450900514,-10.72590741251573,149268850.3995059,30.491701980515302
2024-056/00:00.000000,-135605471.9120864,57281615.27843627,24890607.00541026,-13.05466777398249,-25.3460044046797,-10.81938311026284,149296918.18153587,30.49431653370412
2024-057/00:00.000000,-136712698.2639419,55082768.15642577,23951887.79286224,-12.57493112863669,-25.55198630205938,-10.90972823259713,149325704.8977973,30.496804209289095
2024-058/00:00.000000,-137778303.7522032,52866463.54330504,23005499.04566178,-12.09124317977463,-25.75010238612363,-10.99691502576779,149355203.92256144,30.499148752256247
2024-059/00:00.000000,-138801952.7254001,50633384.2601647,22051714.7734483,-11.6037372046985,-25.94027872076542,-11.0809175884976,149385406.93947056,30.501336230233832
2024-060/00:00.000000,-139783321.115474,48384219.39294081,21090811.16036124,-11.11254892580715,-26.1224439275426,-11.16171139929582,149416303.87523967,30.503354270264037
2024-061/00:00.000000,-140722096.7915451,46119664.12413217,20123066.46342952,-10.61781714106212,-26.29652823800642,-11.23927284825302,149447883.05032408,30.505191236423663
2024-062/00:00.000000,-141617979.6987243,43840419.63100146,19148760.96752232,-10.11968378719474,-26.46246255646442,-11.31357860745649,149480131.16786423,30.506835060559638
2024-063/00:00.000000,-142470682.1576124,41547193.057449,18168176.98359694,-9.618294142552221,-26.62017806226466,-11.38460523398354,149513033.47974604,30.508272625846526
2024-064/00:00.000000,-143279929.2768562,39240697.44027635,17181598.83252144,-9.11379699995851,-26.76960640281671,-11.45232904237845,149546574.04174104,30.509489723905297
2024-065/00:00.000000,-144045459.1176907,36921651.74520507,16189312.92950464,-8.606344709691049,-26.91067931786749,-11.51672563730052,149580735.76884806,30.51047033423089
2024-066/00:00.000000,-144767023.0573503,34590780.85980805,15191607.85442967,-8.09609361770608,-27.04332881329672,-11.57776973848948,149615500.64943615,30.51119658892828
2024-067/00:00.000000,-145444386.1849907,32248815.40477243,14188774.34410463,-7.583203730978084,-27.16748782840996,-11.63543526469793,149650849.93119058,30.511649046410117
2024-068/00:00.000000,-146077327.5852465,29896491.85073063,13181105.48908972,-7.067839481502164,-27.28308988222711,-11.68969485880676,149686764.28242657,30.5118061469651
