Time,x (km),y (km),z (km),Dx (km/s),Dy (km/s),Dz (km/s),Distance (km),Vel. (km/s)
2022-260/00:00.000000,150666328.1260554,-15606994.80939013,-6523584.231381984,2.845562884348185,27.44316753927473,12.04505050594276,151612921.18151557,30.10494833757723
2022-261/00:00.000000,150890019.1936661,-13233384.77933639,-5481989.875022265,2.332185523408685,27.50007105993886,12.06525475674205,151568375.91652405,30.12081290341233
2022-262/00:00.000000,151069284.9032897,-10855207.3471867,-4438814.43673024,1.81722591410614,27.54888531895553,12.0816456520259,151523818.0661557,30.136515292929587
2022-263/00:00.000000,151203995.1511898,-8473163.952120245,-3394388.41106702,1.300837805817291,27.58955185177059,12.0941987552011,151479254.45329377,30.152034656203377
2022-264/00:00.000000,151294033.4507798,-6087960.978056176,-2349044.566263184,0.7831804131463066,27.62201225310416,12.10288786716701,151434691.65633845,30.167347036081757
2022-265/00:00.000000,151339297.1211684,-3700310.161179541,-1303117.651974036,0.2644179500505218,27.64620585665137,12.10769320759194,151390135.9535459,30.182426176996135
2022-266/00:00.000000,151339697.9316461,-1310928.108139569,-256943.9988657185,-0.2552824372607855,27.66207682112153,12.10859606302573,151345593.6681513,30.19724758645935
2022-267/00:00.000000,151295162.1867648,1079463.705257318,789138.473731588,-0.7757477059444072,27.66957038148902,12.10558107681142,151301070.98940563,30.21178582617564
2022-268/00:00.000000,151205631.5529769,3470139.03303321,1834790.518122243,-1.296799503601072,27.66863115679694,12.09862963777714,151256574.51657623,30.22600996088491
2022-269/00:00.000000,151071063.1884265,5860366.932737701,2879671.692678506,-1.818255532393829,27.65920629001299,12.08773471711505,151212111.097377,30.239892135487576
2022-270/00:00.000000,150891430.1770235,8249412.138493794,3923440.913255356,-2.339928433351104,27.64124846133218,12.0728882923873,151167687.98290887,30.253404986790592
2022-271/00:00.000000,150666722.0513106,10636535.77557535,4965756.498732728,-2.861627928024764,27.61471597003833,12.05408633236356,151123313.10753047,30.26652358320022
2022-272/00:00.000000,150396944.7638633,13020995.04019221,6006276.756748575,-3.383161711182444,27.57956782239785,12.03133069894806,151078994.78954685,30.279221635004156
2022-273/00:00.000000,150082121.1653411,15402043.88427216,7044660.236112384,-3.904332655140783,27.53576415687573,12.0046255448307,151034741.98721114,30.291470014786054
2022-274/00:00.000000,149722291.1773315,17778933.15236313,8080565.945145966,-4.424940768270159,27.48327722935068,11.97397592962567,150990564.22644326,30.30324615666282
2022-275/00:00.000000,149317512.170317,20150911.5401012,9113653.394911619,-4.944783153592949,27.42208369582535,11.93938941952606,150946471.8197558,30.31452744754564
2022-276/00:00.000000,148867858.9588519,22517225.87822885,10143583.01139446,-5.463660915863302,27.35216228922458,11.90088166604002,150902475.68728903,30.325292363449673
2022-277/00:00.000000,148373423.6911758,24877121.61040739,11170016.61158279,-5.981369575583137,27.27350514570996,11.85846701943243,150858587.12238824,30.33552546081485
2022-278/00:00.000000,147834315.9943397,27229843.67717376,12192617.58003832,-6.497709084419792,27.18610516659112,11.81216550621455,150814817.89151445,30.345210353874773
2022-279/00:00.000000,147250662.902415,29574636.9161582,13211050.88164601,-7.012477488485472,27.089970495271,11.76199672428101,150771180.06874087,30.354339210451705
2022-280/00:00.000000,146622608.8387641,31910747.45942709,14224983.42627499,-7.525475887933309,26.9851206113447,11.70798803105815,150727686.17471164,30.362913323396473
2022-281/00:00.000000,145950315.2457443,34237422.87466449,15234085.07427581,-8.03650607375304,26.87156915848385,11.65017672358416,150684348.86703068,30.370928148533626
2022-282/00:00.000000,145233960.6896005,36553912.90100457,16238028.88434825,-8.545369956012896,26.74935513130674,11.58860118590599,150641181.1823433,30.378397342056672
2022-283/00:00.000000,144473741.1057886,38859470.84817886,17236491.68048784,-9.051863854120638,26.61852064049151,11.52331018077812,150598197.1643566,30.385334585030208
2022-284/00:00.000000,143669870.310847,41153354.05988279,18229154.61083748,-9.555781069754987,26.47911316626603,11.45435924970816,150555412.6006086,30.391754338082976
2022-285/00:00.000000,142822579.6117229,43434823.58295559,19215704.32671273,-10.05691722621445,26.33117623414664,11.38180750962143,150512844.76549184,30.397663860150377
2022-286/00:00.000000,141932118.2702877,45703144.61227221,20195831.99977768,-10.55506502379762,26.17476129228676,11.30570903887925,150470512.90636462,30.40306864835497
2022-287/00:00.000000,140998753.1035821,47957587.05789584,21169233.37467379,-11.05002909789108,26.00992177329937,11.2261144779139,150428438.05229107,30.407972967440962
2022-288/00:00.000000,140022767.2393993,50197425.73739275,22135608.23088033,-11.54162182583859,25.83672313957024,11.14306592142682,150386641.85289553,30.412385882905365
2022-289/00:00.000000,139004459.8950276,52421940.97920886,23094660.12109101,-12.0296637278466,25.65522559672385,11.05660969015983,150345146.55566606,30.416311868213064
2022-290/00:00.000000,137944145.1055687,54630418.74704549,24046096.72230309,-12.51398787753947,25.46549789879998,10.96679412337575,150303973.96264043,30.419764121003634
2022-291/00:00.000000,136842151.2523257,56822151.36040614,24989629.38984486,-12.99442937284512,25.26762211104252,10.8736598419747,150263145.25402126,30.422761219706505
2022-292/00:00.000000,135698820.689302,58996438.67871609,25924973.7518405,-13.4708276077959,25.06168712444363,10.77725491816988,150222681.30103543,30.425327960987975
2022-293/00:00.000000,134514509.4471399,61152587.82046276,26851849.17170916,-13.9430303995702,24.8477727896207,10.67762927419847,150182602.36420304,30.427482252811743
2022-294/00:00.000000,133289586.3953038,63289913.17116306,27769979.57074292,-14.41089004388006,24.62596885199212,10.57483242574463,150142927.6256594,30.42924866947371
2022-295/00:00.000000,132024433.2611865,65407737.2419339,28679093.00056329,-14.87425673454103,24.39637261465102,10.4689113062084,150103675.65247133,30.43065254139634
2022-296/00:00.000000,130719444.4476582,67505391.07636245,29578921.59950136,-15.33298770253922,24.15908065763344,10.35991469537187,150064864.58883864,30.431719021501877
2022-297/00:00.000000,129375026.5498945,69582213.46749996,30469201.84424224,-15.78694304614041,23.91418291744985,10.24789325120843,150026511.61327392,30.432466732742753
2022-298/00:00.000000,127991598.3037316,71637551.93644217,31349674.09175193,-16.23598529276673,23.66178192228528,10.13289463875005,149988633.4008324,30.432921251906354
2022-299/00:00.000000,126569589.8780844,73670762.50493996,32220083.84306545,-16.67997728184188,23.40198489686103,10.01496577313293,149951245.85284352,30.43310826505727
2022-300/00:00.000000,125109445.4570116,75681221.3679102,33080183.7491025,-17.11872171299632,23.13522962442316,9.89428435656859,149914372.78384608,30.433309806697604
2022-301/00:00.000000,123611619.6554366,77668310.01103333,33929730.01584361,-17.5522284239364,22.86093717797816,9.770642696741564,149878035.32458764,30.433018746238336
2022-302/00:00.000000,122076572.6559204,79631392.62047786,34768472.84063842,-17.98030149180847,22.57955343165235,9.644212926873687,149842233.65180832,30.43252072845841
2022-303/00:00.000000,120504779.5292607,81569860.87146196,35596173.37565271,-18.40281191458263,22.2911802557058,9.515041718710913,149806981.315875,30.431829101529235
2022-304/00:00.000000,118896726.0123547,83483115.56239127,36412596.50006789,-18.81964105651528,21.9959245274804,9.383169961635518,149772291.24353167,30.430962256288062
2022-305/00:00.000000,117252908.0374602,85370566.60818094,37217510.73933119,-19.23066866431332,21.69388797986818,9.248642594287308,149738175.46596187,30.429932349522844
2022-306/00:00.000000,115573832.4706008,87231632.31780836,38010688.63040049,-19.63577480420716,21.3851769258219,9.111500760152092,149704645.48212612,30.428751049172135
2022-307/00:00.000000,113860015.5064677,89065740.62360246,38791905.91026533,-20.03484879286829,21.06989355194777,8.971783421697788,149671711.5827663,30.427429701000992
2022-308/00:00.000000,112111983.2936223,90872328.21968718,39560941.70206145,-20.42777606615358,20.74814199415178,8.829529382966589,149639382.99274662,30.425976078723785
2022-309/00:00.000000,110330271.6615185,92650840.62595752,40317578.62360124,-20.81444717268351,20.42002381637559,8.684780156165749,149607667.78367785,30.42439794189376
2022-310/00:00.000000,108515425.6587784,94400732.25567539,41061602.66840796,-21.19475773705569,20.08564310890059,8.53757120891748,149576572.5974886,30.42270429757921
2022-311/00:00.000000,106667999.3436726,96121466.47779416,41792803.0365768,-21.56860130883909,19.74510238550732,8.38794336685436,149546102.5486039,30.420901113533407
2022-312/00:00.000000,104788556.0176863,97812515.37934564,42510972.62583393,-21.93587843448165,19.39850203096301,8.235939892794091,149516261.42564195,30.41899652610767
2022-313/00:00.000000,102877667.0729628,99473360.37924658,43215907.79158569,-22.29649252036088,19.04595855764413,8.0815996135231,149487051.2578453,30.41700788051486
2022-314/00:00.000000,100935912.6083895,101103492.6291047,43907408.74714616,-22.65034336307881,18.68758037316609,7.92497172542666,149458473.22510973,30.414945199978956
2022-315/00:00.000000,98963880.88055247,102702413.2524458,44585279.87961651,-22.99733937832408,18.32348854630002,7.766103960164926,149430527.6332787,30.41282988655105
2022-316/00:00.000000,96962168.47989278,104269633.791282,45249329.78627641,-23.33737918513633,17.95380497301684,7.605043438313107,149403214.4680909,30.410673552859496
2022-317/00:00.000000,94931380.77905533,105804676.4470433,45899370.94348706,-23.6703625151481,17.57865156781764,7.441836308889902,149376533.85886735,30.40848533205128
2022-318/00:00.000000,92872131.57797654,107307073.6875086,46535220.13076435,-23.99618799814066,17.19814585188624,7.276531568915098,149350485.77032512,30.406268611230146
2022-319/00:00.000000,90785044.26594505,108776368.3606968,47156697.70903852,-24.31475312572612,16.81240875768308,7.109170447288828,149325070.61753976,30.404022961592297
2022-320/00:00.000000,88670749.79800893,110212113.2857455,47763628.07459728,-24.62596855544355,16.42155264530066,6.939798407012815,149300287.84801307,30.40175193152614
2022-321/00:00.000000,86529887.29574434,111613871.2250779,48355839.35583273,-24.92973965541902,16.02569234927215,6.768459942724786,149276136.2209968,30.39945368845897
2022-322/00:00.000000,84363103.82415013,112981214.8113191,48933163.63037601,-25.2259761636845,15.6249456274461,6.59519879008429,149252613.67883283,30.39712891626699
2022-323/00:00.000000,82171053.98680398,114313726.6298935,49495436.80788346,-25.51459621503491,15.21942305352816,6.420063584520183,149229717.12805548,30.39478038295096
2022-324/00:00.000000,79954399.60442,115610999.5703153,50042498.89078111,-25.79551308170436,14.80925211775587,6.243098826225622,149207442.61927602,30.392412316064306
2022-325/00:00.000000,77713809.38562372,116872637.1153161,50574193.93934923,-26.06864932137012,14.39455074472276,6.064353964581469,149185785.40909427,30.390030562516788
2022-326/00:00.000000,75449959.43975547,118098253.049331,51090370.20835825,-26.33392535756964,13.97544133647384,5.88387743732422,149164740.07214862,30.3876389175718
2022-327/00:00.000000,73163532.07670255,119287471.9987469,51590880.4608077,-26.59126349006372,13.55205103598729,5.701723828760188,149144300.42248297,30.38524371959935
2022-328/00:00.000000,70855216.22904956,120439929.7009288,52075581.94254936,-26.84059134792574,13.12450856018526,5.517942295668121,149124459.99193162,30.382852993605546
2022-329/00:00.000000,68525707.25224046,121555272.990231,52544336.27746035,-27.0818337108526,12.6929445780262,5.332586102421521,149105211.91758582,30.38047125610227
2022-330/00:00.000000,66175706.78046125,122633160.138586,52997009.6729404,-27.31492103737831,12.25749180068873,5.145707855171872,149086549.25157872,30.378106028074576
2022-331/00:00.000000,63805922.48370642,123673260.8618263,53433472.94419167,-27.5397813775727,11.81828181220343,4.95736101485975,149068464.89808553,30.375759604474254
2022-332/00:00.000000,61417067.9942903,124675256.2787491,53853601.6856162,-27.75634847945075,11.37545013219293,4.767599025079703,149050951.63634497,30.37343818349607
2022-333/00:00.000000,59009863.0114236,125638839.4500724,54257275.56727883,-27.96455397746717,10.92913178864966,4.576475517323506,149034002.37184694,30.371143030399907
2022-334/00:00.000000,56585032.60310636,126563714.9409393,54644379.5746857,-28.16433445765009,10.47946258107492,4.384046087038705,149017609.94408774,30.368877679687223
2022-335/00:00.000000,54143307.35251759,127449599.0541249,55014803.16137483,-28.35562931002056,10.02657739114815,4.190364505908195,149001767.09358585,30.366644899302848
2022-336/00:00.000000,51685423.0291855,128296219.9853793,55368440.46683448,-28.53837819430937,9.570616007127335,3.995484516670873,148986466.5530802,30.364446598617125
2022-337/00:00.000000,49212120.54099966,129103317.6080082,55705190.47945017,-28.71252349951273,9.11170858382689,3.799467565370914,148971700.90956184,30.362282404439906
2022-338/00:00.000000,46724145.61982565,129870643.1982376,56024957.36657206,-28.87800902227936,8.649993098123176,3.602362847813747,148957462.3728292,30.36015157695586
2022-339/00:00.000000,44222248.8285096,130597960.3340109,56327649.44433393,-29.03478236409428,8.185609178099494,3.404228167297558,148943743.16089374,30.35805583303926
2022-340/00:00.000000,41707184.71085089,131285044.1610908,56613180.35120109,-29.18279997179531,7.718689692699144,3.205122958268622,148930535.03684938,30.3560010202862
2022-341/00:00.000000,39179711.91089854,131931681.5772059,56881468.64118896,-29.32201678356168,7.249373166719358,3.005103813122146,148917829.36904776,30.353990322418316
2022-342/00:00.000000,36640592.33824669,132537671.4858998,57132437.85165534,-29.45239524129586,6.777800190230907,2.80422844309951,148905617.1696526,30.352032189448032
2022-343/00:00.000000,34090586.22152658,133102837.1111997,57366019.361206,-29.57395483718907,6.304257972958656,2.602589387680601,148893900.12128824,30.350221495445126
2022-344/00:00.000000,31530467.4053926,133626990.8690543,57582144.10835022,-29.68654132629565,5.828611738914554,2.400178408004479,148882659.78157315,30.34838228161631
2022-345/00:00.000000,28961007.23074578,134109969.5609509,57780750.86402506,-29.79018558460124,5.351156423324955,2.197090035728519,148871888.03084692,30.346618211210505
2022-346/00:00.000000,26382979.89283187,134551623.0651613,57961783.48612279,-29.88485049919828,4.872035958852596,1.993379860227268,148861577.45498666,30.34492687437134
2022-347/00:00.000000,23797162.42227842,134951814.2413632,58125190.92636939,-29.97050840128108,4.391405195387496,1.789109657138419,148851721.2752832,30.34331436719796
2022-348/00:00.000000,21204334.52737982,135310418.7966401,58270927.27045383,-30.04712460306788,3.909407528357789,1.584336793581301,148842313.21311048,30.341774621972313
2022-349/00:00.000000,18605278.45129323,135627325.0167047,58398951.72295085,-30.11467602749785,3.426190473146995,1.379122318234689,148833347.20342937,30.340311003153708
2022-350/00:00.000000,16000778.5260083,135902433.7357505,58509228.68971419,-30.17313646378159,2.941897189481081,1.173525522831929,148824817.32091492,30.338920305248188
2022-351/00:00.000000,13391621.01525337,136135658.2037787,58601727.74965873,-30.22248899184268,2.456672252366308,0.9676070333263291,148816717.62015638,30.337606082031936
2022-352/00:00.000000,10778593.55044742,136326924.1865062,58676423.72450618,-30.2627167136945,1.970660734898566,0.7614273890826833,148809042.1922571,30.336369233879005
2022-353/00:00.000000,8162485.107893888,136476169.9822367,58733296.65011238,-30.29380806221915,1.484007549108687,0.5550467913461499,148801785.17594156,30.335213239022554
2022-354/00:00.000000,5544085.363176955,136583346.5190975,58772331.80640126,-30.31575462092954,0.9968608844270881,0.3485266104730148,148794940.82404745,30.334142161226833
2022-355/00:00.000000,2924184.821198132,136648417.5188926,58793519.73403758,-30.32855038656279,0.5093668810752886,0.1419265330556994,148788503.68897048,30.333159517442283
2022-356/00:00.000000,303574.1557805273,136671359.4443211,58796856.17589815,-30.33219240323147,0.02167774085614761,-0.06469114632971852,148782468.5431591,30.33226913462814
2022-357/00:00.000000,-2316955.660558571,136652161.8252094,58782342.1810946,-30.32668084930518,-0.4660619279983418,-0.2712686835257802,148776830.74770585,30.331474935370434
2022-358/00:00.000000,-4936613.849708195,136590827.0454007,58749983.96324549,-30.31201809964638,-0.9536930468728393,-0.4777410610018411,148771586.01335573,30.330779881538003
2022-359/00:00.000000,-7554609.864283222,136487370.6748642,58699793.03702913,-30.28820520782532,-1.441075014416814,-0.6840536826046095,148766730.77852237,30.330183008831288
2022-360/00:00.000000,-10170153.67976197,136341821.273384,58631786.10384933,-30.25525650011024,-1.928044304268304,-0.8901389586247163,148762262.0012915,30.32969251562478
2022-361/00:00.000000,-12782455.89898959,136154220.4893467,58545985.10158311,-30.21317391235496,-2.414459574115535,-1.095942082582228,148758177.27905262,30.32930236490149
2022-362/00:00.000000,-15390728.0840798,135924622.9916276,58442417.20087391,-30.16196917835751,-2.900166154170448,-1.301400247015084,148754474.80548337,30.32901236507571
2022-363/00:00.000000,-17994182.74856937,135653096.3646232,58321114.77023987,-30.10166122719786,-3.385016475810596,-1.506453488561008,148751153.2531501,30.328827001578773
2022-364/00:00.000000,-20592033.76020382,135339721.0606245,58182115.41548838,-30.032259566276,-3.868861423969665,-1.711041386088726,148748211.7720083,30.328738285641975
2022-365/00:00.000000,-23183496.50135906,134984590.2370118,58025461.94482984,-29.95378704164624,-4.351554273717312,-1.91510324657612,148745649.83687222,30.328748790189945
2023-001/00:00.000000,-25767788.05246671,134587809.7191257,57851202.40019788,-29.86626559617326,-4.832951156961198,-2.118579568156155,148743467.2355633,30.328857824411124
2023-002/00:00.000000,-28344127.59540816,134149497.828646,57659390.02534794,-29.76971838532861,-5.312905171089175,-2.321408983051574,148741663.95101902,30.32906252697816
2023-003/00:00.000000,-30911736.65941061,133669785.3272035,57450083.25813975,-29.66417660509065,-5.79127390002509,-2.523532014845132,148740240.14734077,30.32936598204894
2023-004/00:00.000000,-33469839.46220643,133148815.4472168,57223345.73325333,-29.5496730295957,-6.267913248893931,-2.724888926887869,148739196.2649063,30.32976973726559
2023-005/00:00.000000,-36017663.30367101,132586743.8685263,56979246.20691001,-29.4262450820854,-6.742678024781076,-2.925420493003712,148738533.06330028,30.330276814393024
2023-006/00:00.000000,-38554438.85105941,131983738.8683972,56717858.51221111,-29.293933413591,-7.215421342727288,-3.125068249834539,148738251.82182473,30.33089005550466
2023-007/00:00.000000,-41079400.39488045,131339981.5435139,56439261.52439531,-29.15278084122637,-7.68599448259836,-3.323774393416367,148738354.6032178,30.331610873500242
2023-008/00:00.000000,-43591785.96186678,130655665.8422549,56143539.07482169,-29.00283098434873,-8.154248023982523,-3.521481538086255,148738844.28714043,30.33243805180197
2023-009/00:00.000000,-46090837.35746437,129930998.59506,55830779.94841799,-28.84412793815928,-8.6200335510157,-3.718132356837749,148739724.59928247,30.333367817578395
2023-010/00:00.000000,-48575800.26450439,129166199.3780089,55501077.90276787,-28.67671691372593,-9.083205308381238,-3.913669400243406,148741000.0015654,30.33439499641589
2023-011/00:00.000000,-51045924.32395261,128361500.1918273,55154531.6485145,-28.50064516359213,-9.54362069465957,-4.108035095371182,148742675.39260602,30.33551422094775
2023-012/00:00.000000,-53500463.40027399,127517145.2457339,54791244.87821891,-28.31596305992661,-10.00114000525324,-4.301171930310352,148744755.9780532,30.33672107182803
2023-013/00:00.000000,-55938675.87933443,126633390.7197108,54411326.24314435,-28.12272456535524,-10.45562568203851,-4.493022680935317,148747247.12693697,30.338012429840187
2023-014/00:00.000000,-58359824.91393927,125710504.6085571,54014889.31455465,-27.92098716523161,-10.90694148391145,-4.683530537734598,148750154.28760836,30.339386201971678
2023-015/00:00.000000,-60763178.85599341,124748766.6468639,53602052.5574047,-27.71081200627756,-11.35495207939214,-4.872639264437818,148753483.0616276,30.340841322776296
2023-016/00:00.000000,-63148011.40755372,123748468.233791,53172939.26407792,-27.49226329300178,-11.79952255737535,-5.060293172498797,148757239.16811386,30.342376975862994
2023-017/00:00.000000,-65513601.98511428,122709912.4195407,52727677.52009802,-27.26540835009408,-12.24051834175296,-5.246437157431547,148761428.5617706,30.343992562269207
2023-018/00:00.000000,-67859235.95716995,121633413.8358468,52266400.12967076,-27.03031718176596,-12.67780528977274,-5.431016778566599,148766057.44782,30.345687290969924
2023-019/00:00.000000,-70184204.79578951,120519298.7784723,51789244.61981453,-26.78706252557473,-13.1112492273692,-5.613977961722497,148771132.41204756,30.347459920163754
2023-020/00:00.000000,-72487806.43534458,119367904.9583326,51296353.08478864,-26.53571909179585,-13.54071697185019,-5.795267491530616,148776660.3192477,30.349308544493102
2023-021/00:00.000000,-74769345.32073379,118179581.7844218,50787872.3078001,-26.27636445538446,-13.96607542869642,-5.974832340164003,148782648.5985022,30.35123083773209
2023-022/00:00.000000,-77028132.64955434,116954689.8783365,50263953.49599922,-26.00907719369492,-14.38719277280567,-6.152620230453962,148789104.86007765,30.353223025728987
2023-023/00:00.000000,-79263486.61807959,115693601.4362337,49724752.48714738,-25.73393891447008,-14.80393847035984,-6.328579311519314,148796037.36003405,30.355281622644647
2023-024/00:00.000000,-81474732.33683419,114396699.677715,49170429.4638581,-25.4510319734366,-15.21618326630383,-6.502658098186439,148803454.39596602,30.35740147062239
2023-025/00:00.000000,-83661202.36723499,113064379.0118822,48601149.11010674,-25.16044121996102,-15.62380064135272,-6.674805945448156,148811364.74643603,30.35957811421689
2023-026/00:00.000000,-85822236.42465605,111697044.6602767,48017080.43294074,-24.86225300594256,-16.02666567784072,-6.844972399324959,148819777.12680835,30.36180634330405
2023-027/00:00.000000,-87957181.99594831,110295112.4741301,47418396.76121045,-24.55655552553484,-16.42465659780727,-7.013107925705292,148828700.36304474,30.364081517677427
2023-028/00:00.000000,-90065394.08422145,108859008.8260767,46805275.7206537,-24.24343953271356,-16.8176537985391,-7.179163372319103,148838143.12678176,30.366399628377142
2023-029/00:00.000000,-92146235.79436772,107389170.1628421,46177899.08853805,-23.92299777259774,-17.20554058558822,-7.343090495471782,148848113.87305608,30.368757420986586
2023-030/00:00.000000,-94199078.26169987,105886043.0473648,45536452.84188071,-23.59532622449256,-17.58820258578018,-7.504841784617677,148858620.82863414,30.37115309056958
2023-031/00:00.000000,-96223301.10053231,104350083.7290195,44881126.97249536,-23.26052388085962,-17.96552748518696,-7.664370703376458,148869671.88537204,30.373586013373924
2023-032/00:00.000000,-98218292.62199834,102781758.1502765,44212115.47270556,-22.91869344093958,-18.33740415012916,-7.821631727540004,148881274.74136657,30.376056736946644
2023-033/00:00.000000,-100183450.1659402,101181541.8477504,43529616.22504128,-22.56994129689429,-18.70372159369386,-7.976580408206013,148893437.0163402,30.378566236875635
2023-034/00:00.000000,-102118180.4039711,99549919.92494766,42833830.88255116,-22.21437680053429,-19.06436794232622,-8.129173280323693,148906166.40742743,30.381114526923472
2023-035/00:00.000000,-104021899.557536,97887387.29626356,42124964.86119612,-21.85211119568361,-19.41923007457832,-8.279367613832814,148919471.00296795,30.383699387713005
2023-036/00:00.000000,-105894033.4527568,96194448.58622813,41403227.20666041,-21.48325580049896,-19.76819466429365,-8.4271211798572,148933359.2007795,30.386315529446442
2023-037/00:00.000000,-107734017.5205131,94471618.18400824,40668830.61314453,-21.10792133017977,-20.11115006277114,-8.572392077676824,148947839.71866092,30.388955323633194
2023-038/00:00.000000,-109541296.7601893,92719420.00954095,39921991.39240656,-20.72621816837927,-20.44798833618108,-8.715138893984548,148962921.35811818,30.391610561161357
2023-039/00:00.000000,-111315325.6648418,90938387.05876164,39162929.37510756,-20.33825715873513,-20.77860605590708,-8.85532094058227,148978612.57898262,30.394273849561433
2023-040/00:00.000000,-113055568.4268737,89129061.09978348,38391867.88268189,-19.94415100934576,-21.10290426721881,-8.992898586225305,148994921.40463635,30.39693986205063
2023-041/00:00.000000,-114761499.0853847,87291992.28923404,37609033.60959958,-19.54401481377916,-21.42078762345201,-9.127833419821537,149011855.23036897,30.399605267013996
2023-042/00:00.000000,-116432601.6446311,85427738.89286764,36814656.50750639,-19.13796611485492,-21.73216326070123,-9.260088184775771,149029420.69219422,30.40226801067531
2023-043/00:00.000000,-118068370.5063413,83536867.10705917,36008969.69735246,-18.72612520528722,-22.03694046533869,-9.389626930231367,149047623.86146915,30.40492730078303
2023-044/00:00.000000,-119668310.4809313,81619950.91471729,35192209.36210851,-18.30861453184866,-22.33502980532987,-9.516414732616058,149066470.1415711,30.40758247286268
2023-045/00:00.000000,-121231937.0327654,79677571.98906466,34364614.66431392,-17.88555867937747,-22.62634292142814,-9.640417637580677,149085964.38235143,30.41023274324767
2023-046/00:00.000000,-122758776.5686134,77710319.52325642,33526427.62559453,-17.45708411358085,-22.91079279539732,-9.761602801371245,149106110.98933396,30.412877231758355
2023-047/00:00.000000,-124248366.4204394,75718790.25928949,32677893.10361929,-17.02331894700619,-23.18829302788578,-9.879938055407784,149126913.91619962,30.415514092273554
2023-048/00:00.000000,-125700255.0592555,73703588.40474345,31819258.72482272,-16.58439301793678,-23.45875807937306,-9.99539195130057,149148376.76453248,30.418140683810133
2023-049/00:00.000000,-127114002.2339985,71665325.35511827,30950774.71201165,-16.14043684767497,-23.72210369698936,-10.10793395139101,149170502.705708,30.420753347183616
2023-050/00:00.000000,-128489179.0409635,69604619.86966695,30072693.97180028,-15.6915824893093,-23.97824645092815,-10.21753400324225,149193294.623261,30.42334736658112
2023-051/00:00.000000,-129825368.0859879,67522097.88154171,29185271.99465532,-15.23796301468545,-24.2271045526606,-10.32416288074647,149216755.09938136,30.42591742299076
2023-052/00:00.000000,-131122163.2677762,65418392.22127995,28288766.69210619,-14.7797112814544,-24.4685971778039,-10.42779178907595,149240886.02591112,30.428456336283364
2023-053/00:00.000000,-132379170.2008896,63294142.68043488,27383438.47892189,-14.31696113787466,-24.70264595741094,-10.52839296818675,149265688.96989104,30.430957132715502
2023-054/00:00.000000,-133596006.0705395,61149995.70078996,26469550.11644944,-13.84984623957201,-24.92917470018612,-10.62593957145672,149291164.82757273,30.433412294194625
2023-055/00:00.000000,-134772299.4560307,58986604.2897653,25547366.672844,-13.37850057767431,-25.14810902329321,-10.72040543251456,149317313.56483784,30.435813736316643
2023-056/00:00.000000,-135907690.61925,56804627.7063521,24617155.40477942,-12.90305809677269,-25.35937734543831,-10.81176563413764,149344134.26224044,30.438153750261215
2023-057/00:00.000000,-137001831.4288223,54604731.23528382,23679185.65067192,-12.42365274180349,-25.5629105947225,-10.89999642613408,149371624.88641545,30.44042489211399
2023-058/00:00.000000,-138054385.275963,52387586.15605408,22733728.80702565,-11.94041926046608,-25.75864228095391,-10.9850753265032,149399782.13723543,30.442620521282414
2023-059/00:00.000000,-139065027.2580868,50153869.28158535,21781058.10874065,-11.45349300427296,-25.94650859768234,-11.06698130938756,149428601.3537673,30.444734942365105
2023-060/00:00.000000,-140033444.2266405,47904262.79786362,20821448.52961285,-10.96301086360175,-26.12644820123048,-11.14569480709678,149458076.4463859,30.446763629981653
2023-061/00:00.000000,-140959334.9723465,45639454.19902571,19855176.71941487,-10.46911267234845,-26.29840187602025,-11.22119764075377,149488199.99582025,30.448703385724823
2023-062/00:00.000000,-141842410.535951,43360135.97247729,18882520.82593395,-9.971942450786564,-26.46231153618976,-11.29347251596532,149518963.3823844,30.45055154753399
2023-063/00:00.000000,-142682394.6182855,41067005.59626372,17903760.47147534,-9.471649673952165,-26.61811854360467,-11.36250199251438,149550357.14324346,30.452304245776904
2023-064/00:00.000000,-143479024.1229156,38760765.81258846,16919176.88926043,-8.96838946339212,-26.76576165913727,-11.42826699276497,149582371.5424134,30.453953654964845
2023-065/00:00.000000,-144232049.4883435,36442124.74682815,15929053.04537097,-8.462320022063745,-26.90517612386597,-11.49074577984576,149614996.8639294,30.4554855648225
2023-066/00:00.000000,-144941234.7918296,34111796.20886231,14933673.88059162,-7.953599020884155,-27.03629452669078,-11.54991405685857,149648223.50815624,30.4568789247979
2023-067/00:00.000000,-145606357.6919582,31770499.93670842,13933326.53803126,-7.442381001316251,-27.15904985450372,-11.60574660823935,149682041.85860863,30.45810858052139
2023-068/00:00.000000,-146227208.9782652,29418961.27301823,12928300.27623088,-6.928816772139506,-27.27337849447657,-11.65821930960638,149716441.56868336,30.459148934855975
2023-069/00:00.000000,-146803592.3348214,27057910.83553546,11918886.33827537,-6.413055431972007,-27.37922161468401,-11.7073102302078,149751411.05424333,30.459976510592618
2023-070/00:00.000000,-147335324.4663726,24688084.14533808,10905377.77571922,-5.895247105378268,-27.47652538737296,-11.75299986326783,149786937.34371412,30.460571097443253
2023-071/00:00.000000,-147822235.0817522,22310221.18920441,9888069.241892366,-5.375544548049038,-27.56523962803564,-11.79527026542987,149823005.8015407,30.46091455576507
