0.3625000,0.03750000,0.01412295,0.00010458
0.4200000,0.02000000,0.01391220,0.00008492
0.4575000,0.01750000,0.01402093,0.00008526
0.4875000,0.01250000,0.01398306,0.00009460
0.5125000,0.01250000,0.01388627,0.00007542
0.5350000,0.01000000,0.01371709,0.00008667
0.5575000,0.01250000,0.01380860,0.00010106
0.5500000,0.01000000,0.01380155,0.00014333
0.5739000,0.01390000,0.01398306,0.00011116
0.5893000,0.00150000,0.01466279,0.00035358
0.6054000,0.01460000,0.01387213,0.00011778
0.6250000,0.00500000,0.01366561,0.00018003
0.6425000,0.00750000,0.01359556,0.00014692
0.6650000,0.01500000,0.01378041,0.00011739
0.6900000,0.01000000,0.01382035,0.00013637
0.7100000,0.01000000,0.01373818,0.00015003
0.7325000,0.01250000,0.01394997,0.00012047
0.7548000,0.00980000,0.01390984,0.00014625
0.7683000,0.00380000,0.01382976,0.00025166
0.7910000,0.01900000,0.01382506,0.00012934
0.8293000,0.01930000,0.01399489,0.00018455
0.8735000,0.02500000,0.01391928,0.00017933
0.9643000,0.06580000,0.01417290,0.00012381
1.1346999,0.01630000,0.01379685,0.00016914
1.1673000,0.01630000,0.01392400,0.00016048
1.1998000,0.01630000,0.01381565,0.00015750
1.2323999,0.01630000,0.01394525,0.00015352
1.2649000,0.01630000,0.01361656,0.00014936
1.2975000,0.01630000,0.01359789,0.00015159
1.3300000,0.01630000,0.01359556,0.00014925
1.3626000,0.01630000,0.01397833,0.00015133
1.3951000,0.01630000,0.01379215,0.00015502
1.4277000,0.01630000,0.01412532,0.00015451
1.4602000,0.01630000,0.01403277,0.00015637
1.4928000,0.01630000,0.01425397,0.00015998
1.5253000,0.01630000,0.01410631,0.00016390
1.5579000,0.01630000,0.01391456,0.00016750
1.5904000,0.01630000,0.01402567,0.00017291
1.6230000,0.01630000,0.01367262,0.00017540
1.6555001,0.01630000,0.01368666,0.00018484
3.5599999,0.38000000,0.01374287,0.00015943
4.5000000,0.56000000,0.01365159,0.00014021
