0.3800000,0.03000000,0.02080806,0.00049045
0.4250000,0.01500000,0.01988382,0.00025664
0.4550000,0.01500000,0.02026637,0.00017368
0.4825000,0.01250000,0.02004773,0.00023504
0.5075000,0.01250000,0.01990074,0.00027650
0.5300000,0.01000000,0.02011291,0.00018437
0.5575000,0.01750000,0.01992332,0.00020890
0.5684000,0.01840000,0.01969812,0.00025544
0.5893000,0.00250000,0.02011291,0.00057579
0.6059000,0.01410000,0.01942400,0.00029268
0.6400000,0.02000000,0.01979086,0.00027011
0.6850000,0.02500000,0.01927377,0.00019159
0.7367000,0.02670000,0.01983872,0.00036903
0.7684000,0.00500000,0.02086002,0.00077703
0.8067000,0.03330000,0.01907437,0.00031489
0.8750000,0.03500000,0.01975711,0.00036546
0.9650000,0.05500000,0.01875804,0.00033418
1.1320000,0.02310000,0.01838465,0.00046101
1.1784000,0.02280000,0.01892275,0.00043194
1.2248000,0.02250000,0.01933490,0.00040603
1.2711999,0.02230000,0.01842535,0.00040451
1.3176000,0.02210000,0.01906609,0.00039491
1.3640000,0.02190000,0.01890075,0.00036570
1.4104000,0.02170000,0.01852321,0.00036475
1.4568000,0.02150000,0.01921273,0.00037979
1.5032001,0.02140000,0.01859132,0.00038723
1.5496000,0.02120000,0.01817913,0.00038561
1.5960000,0.02110000,0.01819801,0.00039391
1.6424000,0.02090000,0.01892550,0.00040996
3.5599999,0.38000000,0.01830338,0.00015694
4.5000000,0.56000000,0.01904952,0.00028432
