0.345,0.025,0.15811,0.00032
0.395,0.025,0.15751,0.00016
0.445,0.025,0.15718,0.00014
0.495,0.025,0.15695,0.00013
0.54,0.02,0.15666,0.00013
0.57,0.01,0.15644,0.00014
0.586,0.006,0.15638,0.00027
0.5895,0.0011,0.15703,0.00011
0.598,0.006,0.15631,0.00022
0.6095,0.0055,0.15617,0.00036
0.6205,0.0055,0.156,0.00027
0.632,0.006,0.1561,0.00012
0.675,0.025,0.15585,0.00011
0.725,0.025,0.15572,0.00011
0.775,0.025,0.15586,0.00012
0.825,0.025,0.15552,0.00012
0.875,0.025,0.15553,0.00013
0.925,0.025,0.15546,0.00013
0.975,0.025,0.15552,0.00016
1.085,0.085,0.15512,0.00022
1.1279,0.0094,0.15469,0.00024
1.1467,0.0094,0.15497,0.00022
1.1655,0.0094,0.15507,0.00034
1.1843,0.0094,0.15493,0.00028
1.2031,0.0094,0.15469,0.00026
1.2218,0.0094,0.15467,0.00023
1.2406,0.0094,0.15444,0.00018
1.2594,0.0094,0.15482,0.0002
1.2782,0.0094,0.15437,0.0002
1.297,0.0094,0.15477,0.00022
1.3157,0.0094,0.15469,0.00019
1.3345,0.0094,0.15476,0.00021
1.3533,0.0094,0.15525,0.00018
1.3721,0.0094,0.1553,0.0002
1.3909,0.0094,0.15511,0.0002
1.4096,0.0094,0.15551,0.00025
1.4284,0.0094,0.15546,0.00021
1.4472,0.0094,0.15516,0.00023
1.466,0.0094,0.15487,0.00022
1.4847,0.0094,0.15542,0.00024
1.5035,0.0094,0.15463,0.0002
1.5223,0.0094,0.15513,0.0002
1.5411,0.0094,0.15482,0.0002
1.5599,0.0094,0.15485,0.00023
1.5786,0.0094,0.15514,0.00028
1.5974,0.0094,0.1547,0.00024
1.6,0.15,0.15476,0.00025
1.6162,0.0094,0.15454,0.00032
1.635,0.0094,0.15502,0.00027
1.925,0.175,0.15474,0.00022
2.3,0.2,0.15447,0.00027
3.55,0.35,0.15507,0.00027
4.5,0.5,0.15542,0.00035
